Feb 24, 2013 14:03:05.712589000	0x08	b8:c7:5d:07:99:10	-69	-85	1134	TM11n
Feb 24, 2013 14:03:05.815039000	0x08	b8:c7:5d:07:99:10	-70	-85	1135	TM11n
Feb 24, 2013 14:03:05.917495000	0x08	b8:c7:5d:07:99:10	-70	-85	1136	TM11n
Feb 24, 2013 14:03:06.021307000	0x08	b8:c7:5d:07:99:10	-70	-85	1137	TM11n
Feb 24, 2013 14:03:06.122686000	0x08	b8:c7:5d:07:99:10	-70	-85	1138	TM11n
Feb 24, 2013 14:03:06.229749000	0x08	b8:c7:5d:07:99:10	-70	-85	1139	TM11n
Feb 24, 2013 14:03:06.429518000	0x08	b8:c7:5d:07:99:10	-70	-85	1141	TM11n
Feb 24, 2013 14:03:06.533940000	0x08	b8:c7:5d:07:99:10	-70	-85	1142	TM11n
Feb 24, 2013 14:03:06.941518000	0x08	b8:c7:5d:07:99:10	-70	-85	1146	TM11n
Feb 24, 2013 14:03:07.043402000	0x08	b8:c7:5d:07:99:10	-70	-85	1147	TM11n
Feb 24, 2013 14:03:07.145785000	0x08	b8:c7:5d:07:99:10	-70	-85	1148	TM11n
Feb 24, 2013 14:03:07.248537000	0x08	b8:c7:5d:07:99:10	-70	-85	1149	TM11n
Feb 24, 2013 14:03:07.351168000	0x08	b8:c7:5d:07:99:10	-70	-84	1150	TM11n
Feb 24, 2013 14:03:07.453345000	0x08	b8:c7:5d:07:99:10	-70	-84	1151	TM11n
Feb 24, 2013 14:03:07.759992000	0x08	b8:c7:5d:07:99:10	-70	-84	1153	TM11n
Feb 24, 2013 14:03:07.864254000	0x08	b8:c7:5d:07:99:10	-71	-84	1154	TM11n
Feb 24, 2013 14:03:07.965103000	0x08	b8:c7:5d:07:99:10	-70	-84	1155	TM11n
Feb 24, 2013 14:03:08.067299000	0x08	b8:c7:5d:07:99:10	-70	-84	1156	TM11n
Feb 24, 2013 14:03:08.170025000	0x08	b8:c7:5d:07:99:10	-70	-84	1157	TM11n
Feb 24, 2013 14:03:08.273216000	0x08	b8:c7:5d:07:99:10	-70	-84	1158	TM11n
Feb 24, 2013 14:03:08.375266000	0x08	b8:c7:5d:07:99:10	-70	-84	1159	TM11n
Feb 24, 2013 14:03:08.477446000	0x08	b8:c7:5d:07:99:10	-70	-84	1160	TM11n
Feb 24, 2013 14:03:08.578948000	0x08	b8:c7:5d:07:99:10	-70	-84	1161	TM11n
Feb 24, 2013 14:03:08.681216000	0x08	b8:c7:5d:07:99:10	-70	-84	1162	TM11n
Feb 24, 2013 14:03:08.787289000	0x08	b8:c7:5d:07:99:10	-70	-84	1163	TM11n
Feb 24, 2013 14:03:08.886736000	0x08	b8:c7:5d:07:99:10	-70	-84	1164	TM11n
Feb 24, 2013 14:03:09.091352000	0x08	b8:c7:5d:07:99:10	-70	-84	1166	TM11n
Feb 24, 2013 14:03:09.193377000	0x08	b8:c7:5d:07:99:10	-70	-84	1167	TM11n
Feb 24, 2013 14:03:09.296161000	0x08	b8:c7:5d:07:99:10	-70	-84	1168	TM11n
Feb 24, 2013 14:03:09.501257000	0x08	b8:c7:5d:07:99:10	-70	-84	1170	TM11n
Feb 24, 2013 14:03:09.602915000	0x08	b8:c7:5d:07:99:10	-70	-84	1171	TM11n
Feb 24, 2013 14:03:09.705865000	0x08	b8:c7:5d:07:99:10	-70	-84	1172	TM11n
Feb 24, 2013 14:03:09.811640000	0x08	b8:c7:5d:07:99:10	-70	-84	1173	TM11n
Feb 24, 2013 14:03:09.910004000	0x08	b8:c7:5d:07:99:10	-70	-84	1174	TM11n
Feb 24, 2013 14:03:10.115286000	0x08	b8:c7:5d:07:99:10	-70	-84	1176	TM11n
Feb 24, 2013 14:03:10.217029000	0x08	b8:c7:5d:07:99:10	-70	-84	1177	TM11n
Feb 24, 2013 14:03:10.319540000	0x08	b8:c7:5d:07:99:10	-70	-84	1178	TM11n
Feb 24, 2013 14:03:10.421725000	0x08	b8:c7:5d:07:99:10	-69	-84	1179	TM11n
Feb 24, 2013 14:03:10.523935000	0x08	b8:c7:5d:07:99:10	-70	-84	1180	TM11n
Feb 24, 2013 14:03:10.626519000	0x08	b8:c7:5d:07:99:10	-70	-84	1181	TM11n
Feb 24, 2013 14:03:10.729132000	0x08	b8:c7:5d:07:99:10	-70	-84	1182	TM11n
Feb 24, 2013 14:03:10.831582000	0x08	b8:c7:5d:07:99:10	-70	-84	1183	TM11n
Feb 24, 2013 14:03:10.933483000	0x08	b8:c7:5d:07:99:10	-70	-84	1184	TM11n
Feb 24, 2013 14:03:11.036492000	0x08	b8:c7:5d:07:99:10	-70	-84	1185	TM11n
Feb 24, 2013 14:03:11.138729000	0x08	b8:c7:5d:07:99:10	-70	-84	1186	TM11n
Feb 24, 2013 14:03:11.241952000	0x08	b8:c7:5d:07:99:10	-70	-84	1187	TM11n
Feb 24, 2013 14:03:11.343757000	0x08	b8:c7:5d:07:99:10	-70	-84	1188	TM11n
Feb 24, 2013 14:03:11.445508000	0x08	b8:c7:5d:07:99:10	-70	-84	1189	TM11n
Feb 24, 2013 14:03:11.547676000	0x08	b8:c7:5d:07:99:10	-70	-84	1190	TM11n
Feb 24, 2013 14:03:11.650650000	0x08	b8:c7:5d:07:99:10	-70	-84	1191	TM11n
Feb 24, 2013 14:03:11.753011000	0x08	b8:c7:5d:07:99:10	-70	-84	1192	TM11n
Feb 24, 2013 14:03:11.957608000	0x08	b8:c7:5d:07:99:10	-70	-84	1193	TM11n
Feb 24, 2013 14:03:12.162339000	0x08	b8:c7:5d:07:99:10	-70	-84	1195	TM11n
Feb 24, 2013 14:03:12.264859000	0x08	b8:c7:5d:07:99:10	-70	-84	1196	TM11n
Feb 24, 2013 14:03:12.470094000	0x08	b8:c7:5d:07:99:10	-70	-84	1198	TM11n
Feb 24, 2013 14:03:12.571280000	0x08	b8:c7:5d:07:99:10	-70	-84	1199	TM11n
Feb 24, 2013 14:03:12.674289000	0x08	b8:c7:5d:07:99:10	-70	-84	1200	TM11n
Feb 24, 2013 14:03:12.776240000	0x08	b8:c7:5d:07:99:10	-70	-84	1201	TM11n
Feb 24, 2013 14:03:12.878496000	0x08	b8:c7:5d:07:99:10	-70	-84	1202	TM11n
Feb 24, 2013 14:03:12.981407000	0x08	b8:c7:5d:07:99:10	-69	-84	1203	TM11n
Feb 24, 2013 14:03:13.083732000	0x08	b8:c7:5d:07:99:10	-70	-84	1204	TM11n
Feb 24, 2013 14:03:13.288566000	0x08	b8:c7:5d:07:99:10	-70	-84	1206	TM11n
Feb 24, 2013 14:03:13.390660000	0x08	b8:c7:5d:07:99:10	-70	-84	1207	TM11n
Feb 24, 2013 14:03:13.492947000	0x08	b8:c7:5d:07:99:10	-70	-84	1208	TM11n
Feb 24, 2013 14:03:13.596184000	0x08	b8:c7:5d:07:99:10	-70	-84	1209	TM11n
Feb 24, 2013 14:03:13.697930000	0x08	b8:c7:5d:07:99:10	-70	-84	1210	TM11n
Feb 24, 2013 14:03:13.800014000	0x08	b8:c7:5d:07:99:10	-70	-84	1211	TM11n
Feb 24, 2013 14:03:13.902472000	0x08	b8:c7:5d:07:99:10	-70	-84	1212	TM11n
Feb 24, 2013 14:03:14.005916000	0x08	b8:c7:5d:07:99:10	-70	-84	1213	TM11n
Feb 24, 2013 14:03:14.209331000	0x08	b8:c7:5d:07:99:10	-70	-84	1215	TM11n
Feb 24, 2013 14:03:14.311908000	0x08	b8:c7:5d:07:99:10	-70	-84	1216	TM11n
Feb 24, 2013 14:03:14.414063000	0x08	b8:c7:5d:07:99:10	-69	-84	1217	TM11n
Feb 24, 2013 14:03:14.516682000	0x08	b8:c7:5d:07:99:10	-70	-84	1218	TM11n
Feb 24, 2013 14:03:14.828855000	0x08	b8:c7:5d:07:99:10	-70	-84	1221	TM11n
Feb 24, 2013 14:03:14.926035000	0x08	b8:c7:5d:07:99:10	-70	-84	1222	TM11n
Feb 24, 2013 14:03:15.028869000	0x08	b8:c7:5d:07:99:10	-70	-84	1223	TM11n
Feb 24, 2013 14:03:15.130743000	0x08	b8:c7:5d:07:99:10	-70	-84	1224	TM11n
Feb 24, 2013 14:03:15.233115000	0x08	b8:c7:5d:07:99:10	-70	-84	1225	TM11n
Feb 24, 2013 14:03:15.335833000	0x08	b8:c7:5d:07:99:10	-70	-85	1226	TM11n
Feb 24, 2013 14:03:15.336366000	0x04	a4:d1:d2:7d:9b:61	-48	-85	3160	TM11n
Feb 24, 2013 14:03:15.438759000	0x08	b8:c7:5d:07:99:10	-70	-85	1227	TM11n
Feb 24, 2013 14:03:15.541621000	0x08	b8:c7:5d:07:99:10	-70	-85	1228	TM11n
Feb 24, 2013 14:03:15.643504000	0x08	b8:c7:5d:07:99:10	-70	-85	1229	TM11n
Feb 24, 2013 14:03:15.745080000	0x08	b8:c7:5d:07:99:10	-70	-85	1230	TM11n
Feb 24, 2013 14:03:15.950741000	0x08	b8:c7:5d:07:99:10	-70	-85	1232	TM11n
Feb 24, 2013 14:03:16.052678000	0x08	b8:c7:5d:07:99:10	-70	-85	1233	TM11n
Feb 24, 2013 14:03:16.154425000	0x08	b8:c7:5d:07:99:10	-69	-85	1234	TM11n
Feb 24, 2013 14:03:16.257035000	0x08	b8:c7:5d:07:99:10	-70	-85	1235	TM11n
Feb 24, 2013 14:03:16.463187000	0x08	b8:c7:5d:07:99:10	-70	-85	1237	TM11n
Feb 24, 2013 14:03:16.668765000	0x08	b8:c7:5d:07:99:10	-70	-85	1239	TM11n
Feb 24, 2013 14:03:16.871154000	0x08	b8:c7:5d:07:99:10	-70	-85	1241	TM11n
Feb 24, 2013 14:03:16.973274000	0x08	b8:c7:5d:07:99:10	-70	-85	1242	TM11n
Feb 24, 2013 14:03:17.076076000	0x08	b8:c7:5d:07:99:10	-70	-85	1243	TM11n
Feb 24, 2013 14:03:17.178271000	0x08	b8:c7:5d:07:99:10	-70	-85	1244	TM11n
Feb 24, 2013 14:03:17.280807000	0x08	b8:c7:5d:07:99:10	-70	-85	1245	TM11n
Feb 24, 2013 14:03:17.383901000	0x08	b8:c7:5d:07:99:10	-70	-85	1246	TM11n
Feb 24, 2013 14:03:17.485463000	0x08	b8:c7:5d:07:99:10	-70	-85	1247	TM11n
Feb 24, 2013 14:03:17.588467000	0x08	b8:c7:5d:07:99:10	-70	-85	1248	TM11n
Feb 24, 2013 14:03:17.690046000	0x08	b8:c7:5d:07:99:10	-70	-85	1249	TM11n
Feb 24, 2013 14:03:17.792352000	0x08	b8:c7:5d:07:99:10	-70	-85	1250	TM11n
Feb 24, 2013 14:03:17.894612000	0x08	b8:c7:5d:07:99:10	-70	-85	1251	TM11n
Feb 24, 2013 14:03:17.997053000	0x08	b8:c7:5d:07:99:10	-70	-85	1252	TM11n
Feb 24, 2013 14:03:18.100031000	0x08	b8:c7:5d:07:99:10	-70	-85	1253	TM11n
Feb 24, 2013 14:03:18.202486000	0x08	b8:c7:5d:07:99:10	-70	-85	1254	TM11n
Feb 24, 2013 14:03:18.406888000	0x08	b8:c7:5d:07:99:10	-70	-85	1255	TM11n
Feb 24, 2013 14:03:18.509037000	0x08	b8:c7:5d:07:99:10	-70	-85	1256	TM11n
Feb 24, 2013 14:03:18.611766000	0x08	b8:c7:5d:07:99:10	-70	-85	1257	TM11n
Feb 24, 2013 14:03:18.816950000	0x08	b8:c7:5d:07:99:10	-70	-85	1259	TM11n
Feb 24, 2013 14:03:18.918982000	0x08	b8:c7:5d:07:99:10	-70	-85	1260	TM11n
Feb 24, 2013 14:03:19.020953000	0x08	b8:c7:5d:07:99:10	-70	-85	1261	TM11n
Feb 24, 2013 14:03:19.225747000	0x08	b8:c7:5d:07:99:10	-70	-85	1263	TM11n
Feb 24, 2013 14:03:19.432137000	0x08	b8:c7:5d:07:99:10	-70	-84	1265	TM11n
